label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.2750911391506357,-0.159992973987714,-0.06565982922595301,0.42868904687635234,-0.43934425591379256,-0.0911922338024906,0.47856875581461333,-0.6929701750966404,-0.1260928988222959,0.43694279932695523,-0.8872698806500818,-0.14776044466471247,0.28396237102807836,-0.6570778042191058,-0.002447306680640906,0.32166836339546745,-0.8148389456778183,-0.1606354889182861,0.31808698271979713,-0.5950625972966718,-0.2589555782029505,0.309168825064599,-0.4188596251800376,-0.2961223395455717,0.10383026233036752,-0.6456355581640972,-0.022634154388195393,0.17390507128297403,-0.7631859940173891,-0.20988776498038886,0.1854113251623148,-0.4946623700386469,-0.2760702435125874,0.175998120491928,-0.30152524065903247,-0.2773241953421785,-0.07031010251245716,-0.6105158009418463,-0.06418742493982402,0.013072883598459376,-0.6508964297070857,-0.25279078723420245,0.03302684094751161,-0.39611517926510686,-0.24178606091301227,0.025434436214567993,-0.23531030956169352,-0.17976989021752238,-0.2483861177128742,-0.5722153932338514,-0.1105676863747476,-0.13600712190969547,-0.5869254281522773,-0.23235238437357633,-0.11268467802966266,-0.40223307768965305,-0.2112573031095789,-0.10842712747140458,-0.28450833184746066,-0.16019363220571628
A,0.0,0.0,0.0,0.2543664886489333,-0.13857035569584988,-0.07647840484142414,0.4313523270534738,-0.42381465997809903,-0.10946479258935729,0.48601117465510585,-0.6807948253765594,-0.14346754599794825,0.45156232223424997,-0.8775330064011213,-0.16132976109515806,0.28706699209201814,-0.6628919087785267,-0.0686960666191715,0.33915553826616807,-0.8074266023265333,-0.21187011526659005,0.31622960092665975,-0.5854588384341282,-0.2806048985695247,0.2984222156695692,-0.421143743648339,-0.3001326732170407,0.09824556657385446,-0.6632886246235318,-0.08132597669654563,0.18486113317692915,-0.7294989740864893,-0.2416075131386049,0.19488010634627517,-0.46163609223357677,-0.27451175515677473,0.18621151192443042,-0.2844133730748545,-0.2627185860711788,-0.0774142545654292,-0.6347324780541952,-0.11252999851893958,0.02753765175474283,-0.619936277634962,-0.2764051671883713,0.04842957037753232,-0.36609445212802494,-0.25235777641215473,0.04172329665149184,-0.21246381490460092,-0.19308503572614438,-0.24805838321399384,-0.5937286703823781,-0.1498957093067672,-0.11890218892911221,-0.5578991359068388,-0.257618041019336,-0.09982556384505817,-0.3722305087208803,-0.23858561651079052,-0.10348341729696528,-0.2630008845672479,-0.19569202792261664
A,0.0,0.0,0.0,0.2400607694851118,-0.1491258313913976,-0.07989328062101549,0.3791868673243077,-0.44843352003208026,-0.10200330758860814,0.40578242173965307,-0.7066058326073815,-0.12306144473099913,0.4049510997470838,-0.9041070315283569,-0.13640044851322905,0.24325370440944308,-0.6217044813793402,-0.05177536780677769,0.2162275087401252,-0.8043118471760181,-0.18296149694857852,0.18478806330867092,-0.6550925949468417,-0.2503343416541892,0.18462146967372436,-0.4865002479264749,-0.2663806874884325,0.055864014809571295,-0.6026235839221717,-0.053211389095513616,0.037326357466358956,-0.7646993542300937,-0.20901315277710236,0.03662821161081715,-0.5528266557853005,-0.2554669318672225,0.0546947316188348,-0.3600873680086916,-0.24559241104583232,-0.10082338973166305,-0.5576173751175283,-0.07202513176482253,-0.12059551907928663,-0.6552636332736297,-0.23467244108695515,-0.09759275723578753,-0.42585119311313996,-0.22970144423054675,-0.0683726945971686,-0.24764983387707903,-0.17620910464121192,-0.23782904032605015,-0.4885763305619773,-0.0945857033576083,-0.24309023852060718,-0.5924962712522985,-0.20761356870169173,-0.2217191724375727,-0.435328593064862,-0.19680358428861364,-0.19561450954338405,-0.3059696232381648,-0.1540401752180814
A,0.0,0.0,0.0,0.2885567944063083,-0.16854219978551183,-0.07339866579794181,0.4340102587862588,-0.4608010669279335,-0.10516806678149916,0.4259703197018842,-0.7189679132498688,-0.14490222151430496,0.3906346646521189,-0.9049122226782208,-0.16893320579355908,0.2813935927891679,-0.6619171110457522,-0.010782439414031997,0.29322088864935436,-0.8171318709051736,-0.15105949897939794,0.2915078633429691,-0.6408629700088582,-0.23613661800248517,0.2929554996260768,-0.49066889691322724,-0.2726428184210295,0.1087522781187152,-0.6420773358080606,-0.031209450211866076,0.16064739703604822,-0.7497572054944236,-0.1910917504801407,0.1965358636696173,-0.5143582928528858,-0.2473737768090513,0.20208206673972437,-0.3468310060256621,-0.25545948207154173,-0.04924583270726586,-0.5997226288997711,-0.0738477703999882,0.034448284482465875,-0.6753107063933825,-0.2361706000748586,0.0763004951979819,-0.43527384378060857,-0.22723501414426775,0.07758929269764095,-0.2765234137201153,-0.18061074759367735,-0.2029410458336538,-0.5374955349262704,-0.12405708392495601,-0.09958797091713358,-0.556249089663484,-0.2338611893983198,-0.05512297731445473,-0.3938174693984487,-0.2269591564503074,-0.04422437860635736,-0.2876108869788559,-0.1950336160656633
A,0.0,0.0,0.0,0.2820632141965352,-0.15902953325102262,-0.07537499923943777,0.4288970374390563,-0.4477064461279491,-0.10664514206819435,0.4336507851239912,-0.7074675151129373,-0.14592944385055653,0.39880565271778784,-0.9007559751532604,-0.1720253602991079,0.30298801362595223,-0.6293103994011677,-0.0007826309409896082,0.29867435182204266,-0.8004980875143954,-0.14229097879146546,0.29495229148938873,-0.6380701372748079,-0.23235625943326868,0.2942278440839638,-0.4880909626128745,-0.27164126267669675,0.13970978465742934,-0.6120324960532681,-0.02027923050528645,0.1713230161403993,-0.754421700106734,-0.18329344200652475,0.1981678232145944,-0.5182485005085099,-0.2487740635973105,0.1959580050228938,-0.3403609958794181,-0.2607852893454852,-0.01254482178513635,-0.5714168751264066,-0.06194603299448347,0.04692904031251205,-0.6803216193658485,-0.23015121657267043,0.08191187492180226,-0.44067154705676775,-0.23007783295347053,0.07755159293628332,-0.2782453234905732,-0.1861423182085151,-0.16686496127400519,-0.5143309483726491,-0.1102415127185146,-0.08894580273920001,-0.5614607684256339,-0.2272910900143542,-0.047548700226403,-0.3978222043034221,-0.22551940170647597,-0.03582242954660674,-0.2848101357305268,-0.19533431797436882
A,0.0,0.0,0.0,0.28685589191283883,-0.1677768493376957,-0.07276055782956009,0.4301458183718713,-0.45996412530574743,-0.10293676439563393,0.430758851344492,-0.7169586064038228,-0.1415463309752704,0.3947287962427332,-0.9037541723976065,-0.165582527129768,0.28609210420529635,-0.652560918541235,-0.004564217159187705,0.29739065455881125,-0.8040873326639248,-0.14987804719395637,0.29531579047427736,-0.6308962113788552,-0.2420168784879981,0.2962898728734219,-0.4759823329200633,-0.2818110670667954,0.11913858253182343,-0.6337585376509645,-0.025248337393048964,0.1663983959347717,-0.753485172497167,-0.18921022965551496,0.19953722557155362,-0.5226860409506539,-0.25013684417062015,0.20526557895402997,-0.3490988755478853,-0.2596929800057636,-0.034916429330650485,-0.5922755150723987,-0.06864636178957613,0.040072894354080506,-0.6780513672528308,-0.2348461506065091,0.07684529407112207,-0.43952744335592203,-0.22955090414840376,0.0753179363524053,-0.27647123091268383,-0.18314379381335116,-0.18633339660426892,-0.5329692010191738,-0.11955133760438638,-0.09358734210943072,-0.5618226776495503,-0.23193193096264977,-0.053002970138456666,-0.40048490591214464,-0.22659666919087973,-0.043497693617314884,-0.2896506778867393,-0.19473935004309417
A,0.0,0.0,0.0,0.28839785467130036,-0.16726255085281397,-0.07315669722590848,0.43858875209183257,-0.4545995234983372,-0.10387611131191234,0.4383616318318927,-0.7125379180333258,-0.14317105015707612,0.4029622511819227,-0.8996405207912102,-0.16813196445922185,0.2918140944845794,-0.6515514102823818,-0.0008341663995893882,0.3083183861467408,-0.8033346182209707,-0.14883802980237273,0.3001478719453196,-0.6281049190613243,-0.24310445827031157,0.29121118345638153,-0.46925371766141366,-0.2823360544270374,0.12325443459166442,-0.633729437092806,-0.020673499660532703,0.17048261142707247,-0.7510576238390589,-0.1884732444451958,0.19580761760969062,-0.5147157327459753,-0.25239356718191963,0.19445038204666834,-0.33537224930321036,-0.2613206277467951,-0.03235772468569325,-0.592694072678425,-0.06365453277818714,0.039081142699507236,-0.6801760788501698,-0.2324221805178405,0.07491907391903262,-0.43903136229888445,-0.23026338598912224,0.07443718397620369,-0.27103632117778137,-0.18419973537057616,-0.18596595911882788,-0.533148407078945,-0.11393755254223983,-0.09836282214178174,-0.5610595120667721,-0.23015470839614136,-0.05444577342447283,-0.39292529121149816,-0.22781565773358314,-0.040194580572874256,-0.27513501897020337,-0.19622682290373222
A,0.0,0.0,0.0,0.28729991320053877,-0.1675627106614174,-0.07540068273968982,0.44589762807774613,-0.44958095197058734,-0.10584590883385118,0.4549362405402953,-0.7078804949479076,-0.14408865680162097,0.40987189915482186,-0.896679614503472,-0.16724441759629616,0.29695225058882985,-0.6392799271590265,-0.0016251499229956265,0.31467752283557454,-0.8090741433825985,-0.14924187841527017,0.31446089493357954,-0.6369217034762895,-0.24119666078335644,0.31098229036241376,-0.48465832486078997,-0.2792930482392555,0.13346465611276728,-0.6212684700752384,-0.023031403358113253,0.17810700071564384,-0.7710317505124666,-0.19339750039501744,0.20680851970275183,-0.5307377103287746,-0.25841389675469534,0.20785907300657958,-0.3544280391628163,-0.2675522165124656,-0.019238744545540185,-0.5817987797238963,-0.06732596159418827,0.047796277970602555,-0.6919068124764391,-0.23973001085718101,0.08193796122715072,-0.4480633657985905,-0.2371773525357719,0.0777124721503061,-0.2839914930681217,-0.18957591517817057,-0.1752342181032806,-0.527275452990593,-0.11875336869139047,-0.09576393123798575,-0.5708296781317247,-0.23402479948076477,-0.05573464587144509,-0.40656521117954214,-0.22906820476716472,-0.04597588907902555,-0.2936109194708023,-0.19633231588486347
A,0.0,0.0,0.0,0.27605094808363817,-0.14984923338193956,-0.08110658244840063,0.43773114213573466,-0.43664159739281116,-0.11329773022362609,0.4550641388417003,-0.696287420905489,-0.15086598332722395,0.42421265146970155,-0.8885982798657941,-0.17446123739271546,0.29181218579416135,-0.6386369259245378,-0.020630852116156246,0.31864434151007565,-0.8015512410401375,-0.16734372589038415,0.3139505035979028,-0.628829978770511,-0.2565663634808395,0.3014808784058848,-0.46928209304501695,-0.29245116825844825,0.1251415249987711,-0.6246500739462086,-0.03657163348334988,0.17801720833362786,-0.7587420825725308,-0.20465164541596487,0.19924705911307286,-0.5136249149224533,-0.2660736033725848,0.19233290272629452,-0.33001694576920854,-0.2729005192191502,-0.028169404223298576,-0.5860504502028254,-0.07446069621997543,0.04256777648142221,-0.688156074826591,-0.24660104203799524,0.0730069739658364,-0.43942856708891287,-0.24227900714644612,0.06760597643847846,-0.2688490683273108,-0.19407750923912073,-0.1812465925651003,-0.5286628312541981,-0.11939949687291153,-0.09833850443491284,-0.5679276709882027,-0.24122997675647592,-0.05646953182695397,-0.3951910715347582,-0.23872754205479257,-0.04414316362787538,-0.27487377799660667,-0.20655121610102578
A,0.0,0.0,0.0,0.29431823688296743,-0.1476785752450302,-0.07285491802836523,0.4564828253263136,-0.4344518137113018,-0.10062752357290651,0.47321605023096014,-0.6906324043639117,-0.13649570294861266,0.4475332368858897,-0.8801938867862152,-0.15802760374888053,0.32712479294161356,-0.6249035020664424,-0.005868321144489205,0.3377760559251912,-0.7913318709111733,-0.1577309741194485,0.3233890709000171,-0.6084761286520064,-0.2510947743543199,0.30807521305161656,-0.45201453741146397,-0.2886033766463207,0.1587605776988663,-0.6130341815255836,-0.026231231768627128,0.1920599588196182,-0.7501622312437902,-0.20217044576775864,0.20601013917461983,-0.5035274933213348,-0.2719620119512813,0.19303182439857056,-0.3304006625533642,-0.28284874253697606,0.0041056992363525105,-0.5738336917175633,-0.0681862993172641,0.05180353412393414,-0.6785027764703788,-0.24507007343425768,0.07970301262304079,-0.4291432199174533,-0.24533390963051815,0.07470297209027349,-0.26640320941680845,-0.19766051474168103,-0.1487317145028306,-0.5182090265096069,-0.1162632712299265,-0.08592612828756349,-0.5697315213247971,-0.23626831045719304,-0.0468843261645666,-0.4043115195348649,-0.23357933164439673,-0.033324303578580454,-0.290181108883424,-0.20030783665870414
